Project url,OSE,BCE,PDE,SV,OS,SD,RS,TF,UI,TC
https://github.com/tensorflow/quantum,0,0,0,0,0,1,1,0,1,0
https://github.com/tensorflow/lucid,1,1,0,0,0,0,0,1,1,0
https://github.com/tensorflow/privacy,0,1,0,1,0,0,1,0,1,0
https://github.com/tensorflow/graphics,0,0,0,1,1,0,1,1,1,0
 https://github.com/NVIDIA/NeMo,0,0,0,1,0,0,0,0,1,0
https://github.com/NVIDIA/deepops,0,0,0,0,0,0,0,1,0,1
https://github.com/NVIDIA/HugeCTR,0,0,1,0,0,0,0,0,1,0
https://github.com/google/nomulus,0,0,0,0,0,1,0,0,0,1
https://github.com/google/orbit,0,1,1,1,0,0,0,0,0,1
https://github.com/google/dagger,1,1,1,1,0,1,1,0,1,0
https://github.com/google/turbinia,1,1,1,0,0,1,1,1,1,0
 https://github.com/google/subpar,1,1,0,0,1,1,1,1,1,0
https://github.com/google/tink,1,0,0,1,1,0,1,1,1,0
https://github.com/google/zopfli,0,1,1,1,1,1,1,0,1,0
 https://github.com/google/gops,0,0,0,0,1,0,0,0,1,0
https://github.com/microsoft/cascadia-code,0,0,1,0,0,1,0,1,1,0
 https://github.com/microsoft/vstest,1,1,1,0,0,1,0,1,0,1
https://github.com/microsoft/PowerStig,0,0,0,1,0,0,0,1,1,0
https://github.com/microsoft/vscode-eslint,1,1,0,1,1,1,1,0,1,0
https://github.com/microsoft/vscode-cpptools,0,0,0,1,1,0,1,0,0,1
https://github.com/microsoft/pyright,0,0,0,1,0,1,1,0,0,1
https://github.com/microsoft/hcsshim,0,0,1,0,1,0,1,0,0,1
 https://github.com/bardsoftware/ganttproject,1,0,1,0,1,1,1,0,1,0
https://github.com/apache/helix,1,0,0,0,0,1,1,0,1,0
https://github.com/spotify/chartify,0,0,0,1,1,1,1,0,1,0
https://github.com/spotify/backstage,0,0,1,1,0,0,0,0,1,0
https://github.com/spotify/mobius,0,0,1,1,0,0,0,0,1,0
https://github.com/eclipse/lemminx,0,0,1,0,0,0,0,0,1,0
https://github.com/eclipse/iceoryx,1,0,0,0,0,0,0,0,0,1
https://github.com/eclipse/californium,1,0,0,0,1,0,0,0,0,1
https://github.com/eclipse/ditto,0,0,0,1,1,0,0,0,0,1
https://github.com/eclipse/gef,0,0,0,0,0,1,1,0,0,1
https://github.com/eclipse/sw360,0,0,0,1,0,1,0,0,0,1
https://github.com/eclipse/nebula,1,1,1,1,1,0,1,0,0,1
 https://github.com/eclipse/winery,0,0,1,0,1,0,0,1,1,0
https://github.com/eclipse/jnosql,1,0,0,0,0,0,0,0,1,0
https://github.com/eclipse/reddeer,0,0,1,0,0,1,1,1,1,0
https://github.com/eclipse/upm,1,1,1,0,0,1,1,0,0,1
https://github.com/webex/components,0,0,1,0,1,0,0,1,0,1
https://github.com/apache/apisix,0,0,0,1,0,0,0,0,0,1
https://github.com/ReactiveX/RxGo,0,1,1,1,1,1,1,1,1,0
https://github.com/apache/openwhisk-runtime-python,0,0,0,0,1,0,1,1,1,0
https://github.com/apache/openmeetings,1,0,0,0,0,1,1,0,0,1
https://github.com/android/compose-samples,0,1,1,0,0,0,0,1,1,0
https://github.com/android/android-test,0,1,0,1,0,0,0,1,0,1
https://github.com/android/sunflower,0,1,1,0,1,0,0,0,1,0
https://github.com/android/uamp,1,1,1,1,1,1,1,0,1,0
https://github.com/microsoft/nni,0,1,0,1,1,0,1,0,1,0
https://github.com/microsoft/PowerStig,0,0,0,1,1,0,0,0,1,0
https://github.com/microsoft/ai-edu,0,0,0,1,0,1,0,1,1,0
https://github.com/microsoft/PTVS,1,0,1,0,1,1,1,0,0,1
https://github.com/microsoft/dicom-server,1,0,1,0,0,0,0,1,0,1
https://github.com/microsoft/AirSim,1,0,0,1,0,1,0,1,0,1
https://github.com/microsoft/msphpsql,0,1,0,1,1,0,1,0,0,1
https://github.com/microsoft/rushstack,1,1,1,0,1,0,1,0,0,1
 https://github.com/microsoft/fhir-server,0,0,1,0,0,1,0,0,1,0
https://github.com/microsoft/AdaptiveCards,0,1,0,0,0,1,0,1,0,1
https://github.com/microsoft/WSLab,1,1,1,0,1,1,0,1,1,0
https://github.com/microsoft/xlang,0,1,0,1,0,0,0,1,0,1
https://github.com/microsoft/tslib,0,0,0,1,1,1,1,0,1,0
https://github.com/microsoft/dowhy,1,0,0,0,1,1,1,1,0,1
https://github.com/microsoft/cppwinrt,0,0,0,1,1,0,1,0,1,0
https://github.com/microsoft/reactxp,1,1,0,0,0,0,1,0,0,1
https://github.com/microsoft/msticpy,1,1,0,0,0,1,1,0,1,0
https://github.com/microsoft/debugpy,1,0,1,0,1,0,0,0,1,0
https://github.com/microsoft/NeuronBlocks,0,0,0,0,0,1,0,0,1,0
https://github.com/microsoft/slngen,0,0,1,1,0,1,0,0,1,0
https://github.com/microsoft/opentelemetry-azure-monitor-python,0,1,1,1,1,0,0,0,1,0
https://github.com/microsoft/Vipr,0,1,0,1,1,0,0,0,1,0
https://github.com/microsoft/checkedc,1,0,1,1,0,1,1,0,1,0
https://github.com/microsoft/EdgeML,0,0,0,0,0,0,0,0,1,0
https://github.com/microsoft/TeamCloud,0,0,0,0,0,1,0,1,1,0
https://github.com/microsoft/vstest,1,1,0,0,1,1,1,1,0,1
https://github.com/microsoft/GSL,1,1,1,1,1,1,1,1,0,1
https://github.com/microsoft/pai,0,0,1,0,1,0,0,1,0,1
https://github.com/microsoft/CameraTraps,0,0,1,1,1,0,0,0,0,1
https://github.com/microsoft/testfx,1,0,0,1,1,1,1,0,0,1
https://github.com/microsoft/vscode-java-test,1,1,1,1,1,1,0,0,1,0
https://github.com/microsoft/WinObjC,0,0,1,1,0,0,0,1,0,1
https://github.com/microsoft/omi,0,0,0,1,0,0,1,0,1,0
https://github.com/microsoft/playwright,0,0,0,1,1,0,0,1,1,0
https://github.com/microsoft/DeepSpeed,0,0,0,1,1,0,0,0,1,0
https://github.com/microsoft/BotFramework-Emulator,0,0,0,0,0,1,1,1,0,1
https://github.com/microsoft/hummingbird,0,0,0,0,0,0,0,0,1,0
https://github.com/microsoft/AMBROSIA,0,0,1,0,0,0,0,0,1,0
https://github.com/microsoft/clrmd,1,1,1,1,1,1,1,0,0,1
https://github.com/microsoft/ApplicationInsights-Java,1,1,1,0,1,1,1,1,0,1
